3.000000e-02	-6.200000e-01	-2.400000e-01	1.268520e+03	1.900800e+02
6.000000e-02	-7.600000e-01	6.000000e-01	9.530400e+02	5.940000e+02
9.000000e-02	-9.000000e-01	-8.800000e-01	8.910000e+02	8.518400e+02
1.200000e-01	-6.000000e-01	1.800000e-01	2.970000e+02	2.673000e+01
1.500000e-01	-8.200000e-01	7.800000e-01	4.437840e+02	4.015440e+02
1.800000e-01	-7.600000e-01	6.200000e-01	3.176800e+02	2.114200e+02
2.100000e-01	-6.800000e-01	-2.200000e-01	2.179886e+02	2.281714e+01
2.400000e-01	-6.000000e-01	-2.000000e-02	1.485000e+02	1.650000e-01
2.700000e-01	-5.200000e-01	2.400000e-01	9.914667e+01	2.112000e+01
3.000000e-01	-5.600000e-01	2.200000e-01	1.034880e+02	1.597200e+01
3.300000e-01	-6.000000e-01	6.000000e-02	1.080000e+02	1.080000e+00
3.600000e-01	-5.200000e-01	-2.000000e-02	7.436000e+01	1.100000e-01
3.900000e-01	-6.200000e-01	0.000000e+00	9.757846e+01	0.000000e+00
4.200000e-01	-6.200000e-01	1.800000e-01	9.060857e+01	7.637143e+00
4.500000e-01	-6.000000e-01	-2.000000e-01	7.920000e+01	8.800000e+00
4.800000e-01	-5.800000e-01	-2.600000e-01	6.938250e+01	1.394250e+01
5.100000e-01	-5.800000e-01	2.000000e-01	6.530118e+01	7.764706e+00
5.400000e-01	-6.800000e-01	3.600000e-01	8.477333e+01	2.376000e+01
5.700000e-01	-5.800000e-01	-4.000000e-02	5.842737e+01	2.778947e-01
6.000000e-01	-7.400000e-01	5.600000e-01	9.035400e+01	5.174400e+01
6.300000e-01	-7.000000e-01	5.400000e-01	7.700000e+01	4.582286e+01
6.600000e-01	-6.000000e-01	-4.000000e-02	5.400000e+01	2.400000e-01
6.900000e-01	-6.800000e-01	-4.400000e-01	6.634435e+01	2.777739e+01
7.200000e-01	-6.800000e-01	2.800000e-01	6.358000e+01	1.078000e+01
7.500000e-01	-5.600000e-01	1.600000e-01	4.139520e+01	3.379200e+00
7.800000e-01	-5.800000e-01	-1.800000e-01	4.269692e+01	4.112308e+00
8.100000e-01	-6.600000e-01	-1.000000e-01	5.324000e+01	1.222222e+00
8.400000e-01	-6.200000e-01	5.600000e-01	4.530429e+01	3.696000e+01
8.700000e-01	-5.600000e-01	-2.400000e-01	3.568552e+01	6.554483e+00
